"Population","Treatment","KnockdownTime"
"Urban","LowCu",58.4635827368375
"Urban","LowCu",67.4555510334797
"Urban","LowCu",63.0234784506849
"Urban","LowCu",60.8784437169515
"Urban","LowCu",59.3731219165971
"Urban","LowCu",65.5742771694281
"Urban","LowCu",59.8019207847074
"Urban","LowCu",59.511705144937
"Urban","LowCu",59.4004179602831
"Urban","LowCu",60.9016852019535
"Urban","LowCu",57.7082781524226
"Urban","LowCu",60.2458857114238
"Urban","LowCu",62.2290848252483
"Urban","LowCu",59.7479334183745
"Urban","LowCu",57.6213164503215
"Urban","LowCu",57.2335391061903
"Urban","LowCu",62.584687135585
"Urban","LowCu",66.0088265629386
"Urban","LowCu",62.809653037848
"Urban","LowCu",55.1527953851274
"Urban","LowCu",58.2748302324601
"Urban","LowCu",59.9880807332915
"Urban","LowCu",57.9716621902968
"Urban","LowCu",56.8511151741495
"Urban","LowCu",58.3701582970055
"Urban","LowCu",61.6684335911884
"Urban","LowCu",60.7585131510093
"Urban","LowCu",57.2945559758225
"Urban","LowCu",62.4731740686052
"Urban","LowCu",55.3191607430511
"Urban","HighCu",60.6139820101924
"Urban","HighCu",55.1949383396229
"Urban","HighCu",60.9215594833979
"Urban","HighCu",57.3927145453137
"Urban","HighCu",55.9410715491947
"Urban","HighCu",56.5763554808196
"Urban","HighCu",59.170475673545
"Urban","HighCu",61.8506342106447
"Urban","HighCu",55.6197095015742
"Urban","HighCu",58.3964951159824
"Urban","HighCu",58.3145124404131
"Urban","HighCu",60.6761487809421
"Urban","HighCu",61.2462363004218
"Urban","HighCu",64.7546131078907
"Urban","HighCu",62.0216234354639
"Urban","HighCu",68.7600481999404
"Urban","HighCu",58.5147559585074
"Urban","HighCu",60.0012666368694
"Urban","HighCu",55.46398107338
"Urban","HighCu",62.2328129929051
"Urban","HighCu",56.0114571697681
"Urban","HighCu",60.5810921060934
"Urban","HighCu",54.5275234871772
"Urban","HighCu",60.3240895674518
"Urban","HighCu",63.2820761833245
"Urban","HighCu",58.8011543505511
"Urban","HighCu",63.8150680424268
"Urban","HighCu",56.4565377627744
"Urban","HighCu",62.1265297118991
"Urban","HighCu",58.0815482172391
"Rural","LowCu",52.623725390846
"Rural","LowCu",59.2649760245616
"Rural","LowCu",54.5372347955955
"Rural","LowCu",54.6049461269452
"Rural","LowCu",52.345564233712
"Rural","LowCu",60.1403537488823
"Rural","LowCu",55.4780881052748
"Rural","LowCu",61.3150419509243
"Rural","LowCu",54.1179966653664
"Rural","LowCu",53.0235395533216
"Rural","LowCu",53.5034392249828
"Rural","LowCu",54.395190485618
"Rural","LowCu",53.7023228118684
"Rural","LowCu",53.8206058174803
"Rural","LowCu",56.0397200161117
"Rural","LowCu",53.5394776050631
"Rural","LowCu",52.53207836226
"Rural","LowCu",55.6585933661491
"Rural","LowCu",61.3648668232507
"Rural","LowCu",57.6957270641195
"Rural","LowCu",58.2776394157188
"Rural","LowCu",56.0736787997771
"Rural","LowCu",53.1058827424439
"Rural","LowCu",56.961015524097
"Rural","LowCu",60.0350450605055
"Rural","LowCu",50.4141972839814
"Rural","LowCu",56.7770048210126
"Rural","LowCu",51.2797453396786
"Rural","LowCu",51.1889633992107
"Rural","LowCu",51.3397173165359
"Rural","HighCu",44.8687878085203
"Rural","HighCu",42.9662169680214
"Rural","HighCu",44.3391920290974
"Rural","HighCu",42.3819749330469
"Rural","HighCu",44.2379574439458
"Rural","HighCu",42.7924995298871
"Rural","HighCu",42.0002501474225
"Rural","HighCu",41.8061935915677
"Rural","HighCu",41.4965489502589
"Rural","HighCu",40.6817853504077
"Rural","HighCu",37.8628116356711
"Rural","HighCu",40.6023438908821
"Rural","HighCu",38.7674357436185
"Rural","HighCu",44.5982746028504
"Rural","HighCu",41.8068976761829
"Rural","HighCu",42.1469402599631
"Rural","HighCu",43.3749523819217
"Rural","HighCu",45.3403800676559
"Rural","HighCu",40.3732084430299
"Rural","HighCu",39.5219048997953
"Rural","HighCu",42.5623936473078
"Rural","HighCu",37.9647139173939
"Rural","HighCu",39.0322460675038
"Rural","HighCu",41.3233677930431
"Rural","HighCu",35.5306555530828
"Rural","HighCu",46.5375677952475
"Rural","HighCu",45.3811145181406
"Rural","HighCu",47.8223044097333
"Rural","HighCu",43.1978439132454
"Rural","HighCu",46.0870160759403
